Order_ID,Customer_Fk,Product_Fk,Employee_Fk,Supplier_Fk,Shipper_Fk,ShipInfo_Fk,Freight,UnitPrice,Quantity,Discount,OrderDate_Key,RequiredDate_Key,ShippedDate_Key
11077,65,16,1,7,2,830,8.53,17.45,2,0.029999999,19980506,19980603,
10515,63,16,2,7,1,268,204.47,17.45,50,0,19970423,19970507,19970523
10954,47,16,5,7,1,707,27.91,17.45,28,0.150000006,19980317,19980428,19980320
10554,56,16,4,7,3,307,120.97,17.45,30,0.050000001,19970530,19970627,19970605
10287,67,16,8,7,3,40,12.76,13.9,40,0.150000006,19960822,19960919,19960828
10255,68,16,9,7,3,8,148.33,13.9,35,0,19960712,19960809,19960715
10932,9,16,8,7,1,685,134.64,17.45,30,0.100000001,19980306,19980403,19980324
10439,51,16,6,7,3,192,4.07,13.9,16,0,19970207,19970307,19970210
10440,71,16,4,7,2,193,86.53,13.9,49,0.150000006,19970210,19970310,19970228
10551,28,16,4,7,3,304,72.95,17.45,40,0.150000006,19970528,19970709,19970606
10779,52,16,3,7,2,532,58.13,17.45,20,0,19971216,19980113,19980114
10919,47,16,2,7,2,672,19.8,17.45,24,0,19980302,19980330,19980304
10572,5,16,3,7,2,325,116.43,17.45,12,0.100000001,19970618,19970716,19970625
10403,20,16,4,7,3,156,73.79,13.9,21,0.150000006,19970103,19970131,19970109
10718,39,16,1,7,3,471,170.88,17.45,20,0,19971027,19971124,19971029
10985,37,16,2,7,1,738,91.51,17.45,36,0.100000001,19980330,19980427,19980402
11074,73,16,7,7,2,827,18.44,17.45,14,0.050000001,19980506,19980603,
10680,55,16,1,7,1,433,26.61,17.45,50,0.25,19970924,19971022,19970926
10855,55,16,3,7,1,608,170.97,17.45,50,0,19980127,19980224,19980204
10359,72,16,5,7,3,112,288.43,13.9,56,0.050000001,19961121,19961219,19961126
10489,59,16,6,7,2,242,5.29,13.9,18,0,19970328,19970425,19970409
10653,25,16,1,7,1,406,93.25,17.45,30,0.100000001,19970902,19970930,19970919
10984,71,16,1,7,3,737,211.22,17.45,55,0,19980330,19980427,19980403
10877,67,16,1,7,1,630,38.06,17.45,30,0.25,19980209,19980309,19980219
10706,55,16,8,7,3,459,135.63,17.45,20,0,19971016,19971113,19971021
10911,30,17,3,7,1,664,38.19,39,12,0,19980226,19980326,19980305
10431,10,17,4,7,2,184,44.17,31.2,50,0.25,19970130,19970213,19970207
10564,65,17,4,7,3,317,13.75,39,16,0.050000001,19970610,19970708,19970616
11059,67,17,2,7,2,812,85.8,39,12,0,19980429,19980610,
10430,20,17,4,7,1,183,458.78,31.2,45,0.200000003,19970130,19970213,19970203
10890,18,17,7,7,1,643,32.76,39,15,0,19980216,19980316,19980218
10346,65,17,3,7,3,99,142.08,31.2,36,0.100000001,19961105,19961217,19961108
10698,20,17,4,7,1,451,272.47,39,8,0.050000001,19971009,19971106,19971017
10714,71,17,5,7,3,467,24.49,39,27,0.25,19971022,19971119,19971027
10530,59,17,3,7,2,283,339.22,39,40,0,19970508,19970605,19970512
10279,44,17,8,7,2,32,25.83,31.2,15,0.25,19960813,19960910,19960816
10607,71,17,5,7,1,360,200.24,39,100,0,19970722,19970819,19970725
10949,10,17,2,7,3,702,74.44,39,6,0,19980313,19980410,19980317
10339,51,17,2,7,2,92,15.66,31.2,70,0.050000001,19961028,19961125,19961104
10550,30,17,7,7,3,303,4.32,39,8,0.100000001,19970528,19970625,19970606
10696,89,17,8,7,3,449,102.55,39,20,0,19971008,19971119,19971014
10338,55,17,4,7,3,91,84.21,31.2,20,0,19961025,19961122,19961029
10573,3,17,7,7,3,326,84.84,39,18,0,19970619,19970717,19970620
10444,5,17,3,7,3,197,3.5,31.2,10,0,19970212,19970312,19970221
10915,80,17,2,7,2,668,3.51,39,10,0,19980227,19980327,19980302
11064,71,17,1,7,1,817,30.09,39,77,0.100000001,19980501,19980529,19980504
10852,65,17,8,7,1,605,174.05,39,6,0,19980126,19980209,19980130
10795,20,17,8,7,2,548,126.66,39,35,0.25,19971224,19980121,19980120
10265,7,17,2,7,1,18,55.28,31.2,30,0,19960725,19960822,19960812
10294,65,17,4,7,2,47,147.26,31.2,15,0,19960830,19960927,19960905
10861,89,17,4,7,2,614,14.93,39,42,0,19980130,19980227,19980217
10871,9,17,9,7,2,624,112.27,39,16,0.050000001,19980205,19980305,19980210
10727,66,17,2,7,1,480,89.9,39,20,0.050000001,19971103,19971201,19971205
10686,59,17,2,7,1,439,96.5,39,30,0.200000003,19970930,19971028,19971008
10415,36,17,3,7,1,168,0.2,31.2,2,0,19970115,19970212,19970124
10922,34,17,5,7,3,675,62.74,39,15,0,19980303,19980331,19980305
10972,40,17,4,7,2,725,0.02,39,6,0,19980324,19980421,19980326
10801,8,17,4,7,2,554,97.09,39,40,0.25,19971229,19980126,19971231
10773,20,17,1,7,3,526,96.43,39,33,0,19971211,19980108,19971216
10523,72,17,7,7,2,276,77.63,39,25,0.100000001,19970501,19970529,19970530
10302,76,17,4,7,2,55,6.27,31.2,40,0,19960910,19961008,19961009
10319,80,17,7,7,3,72,64.5,31.2,8,0,19961002,19961030,19961011
10644,88,18,3,7,2,397,0.14,62.5,4,0.100000001,19970825,19970922,19970901
10293,80,18,1,7,3,46,21.18,50,12,0,19960829,19960926,19960911
10861,89,18,4,7,2,614,14.93,62.5,20,0,19980130,19980227,19980217
10853,6,18,9,7,2,606,53.83,62.5,10,0,19980127,19980224,19980203
10639,70,18,7,7,3,392,38.64,62.5,8,0,19970820,19970917,19970827
10645,34,18,4,7,1,398,12.41,62.5,20,0,19970826,19970923,19970902
10588,63,18,2,7,3,341,194.67,62.5,40,0.200000003,19970703,19970731,19970710
10516,37,18,2,7,3,269,62.78,62.5,25,0.100000001,19970424,19970522,19970501
11026,27,18,4,7,1,779,47.09,62.5,8,0,19980415,19980513,19980428
10756,75,18,8,7,2,509,73.21,62.5,21,0.200000003,19971127,19971225,19971202
10566,7,18,9,7,1,319,88.4,62.5,18,0.150000006,19970612,19970710,19970618
10634,23,18,4,7,3,387,487.38,62.5,50,0,19970815,19970912,19970821
10719,45,18,8,7,2,472,51.44,62.5,12,0.25,19971027,19971124,19971105
10838,47,18,3,7,3,591,59.28,62.5,25,0.25,19980119,19980216,19980123
10745,63,18,9,7,1,498,3.52,62.5,24,0,19971118,19971216,19971127
10935,88,18,4,7,3,688,47.59,62.5,4,0.25,19980309,19980406,19980318
10470,9,18,4,7,2,223,64.56,50,30,0,19970311,19970408,19970314
10332,51,18,3,7,2,85,52.84,50,40,0.200000003,19961017,19961128,19961021
10305,55,18,8,7,3,58,257.62,50,25,0.100000001,19960913,19961011,19961009
11053,59,18,2,7,2,806,53.05,62.5,35,0.200000003,19980427,19980525,19980429
10382,20,18,4,7,1,135,94.77,50,9,0,19961213,19970110,19961216
10340,9,18,1,7,3,93,166.31,50,20,0.050000001,19961029,19961126,19961108
10985,37,18,2,7,1,738,91.51,62.5,8,0.100000001,19980330,19980427,19980402
10789,23,18,1,7,2,542,100.6,62.5,30,0,19971222,19980119,19971231
10964,74,18,3,7,2,717,87.38,62.5,6,0,19980320,19980417,19980324
10877,67,18,1,7,1,630,38.06,62.5,25,0,19980209,19980309,19980219
11018,48,18,4,7,2,771,11.65,62.5,10,0,19980413,19980511,19980416
10446,79,19,6,8,1,199,14.68,7.3,12,0.100000001,19970214,19970314,19970219
10788,63,19,1,8,2,541,42.7,9.2,50,0.050000001,19971222,19980119,19980119
10438,79,19,3,8,2,191,8.24,7.3,15,0.200000003,19970206,19970306,19970214
10811,47,19,8,8,1,564,31.22,9.2,15,0,19980102,19980130,19980108
10875,5,19,4,8,2,628,32.37,9.2,25,0,19980206,19980306,19980303
10281,69,19,4,8,1,34,2.94,7.3,1,0,19960814,19960828,19960821
10447,67,19,4,8,2,200,68.66,7.3,40,0,19970214,19970314,19970307
10421,61,19,8,8,1,174,99.23,7.3,4,0.150000006,19970121,19970304,19970127
10831,70,19,3,8,2,584,72.19,9.2,2,0,19980114,19980211,19980123
10803,88,19,4,8,1,556,55.23,9.2,24,0.050000001,19971230,19980127,19980106
10651,86,19,8,8,2,404,20.6,9.2,12,0.25,19970901,19970929,19970911
10487,62,19,2,8,2,240,71.07,7.3,5,0,19970326,19970423,19970328
10681,32,19,3,8,3,434,76.13,9.2,30,0.100000001,19970925,19971023,19970930
10329,75,19,4,8,2,82,191.67,7.3,10,0.050000001,19961015,19961126,19961023
10847,71,19,4,8,3,600,487.57,9.2,12,0.200000003,19980122,19980205,19980210
10647,61,19,4,8,2,400,45.54,9.2,30,0,19970827,19970910,19970903
10711,71,19,5,8,2,464,52.41,9.2,12,0,19971021,19971202,19971029
10345,63,19,2,8,2,98,249.06,7.3,80,0,19961104,19961202,19961111
11022,34,19,9,8,2,775,6.27,9.2,35,0,19980414,19980512,19980504
10555,71,19,6,8,3,308,252.49,9.2,35,0.200000003,19970602,19970630,19970604
10621,38,19,4,8,2,374,23.73,9.2,5,0,19970805,19970902,19970811
10676,80,19,2,8,2,429,2.01,9.2,7,0,19970922,19971020,19970929
10283,46,19,3,8,3,36,84.81,7.3,18,0,19960816,19960913,19960823
10910,90,19,1,8,3,663,38.11,9.2,12,0,19980226,19980326,19980304
11066,89,19,7,8,2,819,44.72,9.2,42,0,19980501,19980529,19980504
10967,79,19,2,8,2,720,62.22,9.2,12,0,19980323,19980420,19980402
10697,47,19,3,8,1,450,45.52,9.2,7,0.25,19971008,19971105,19971014
10623,25,19,8,8,2,376,97.18,9.2,15,0.100000001,19970807,19970904,19970812
11012,25,19,1,8,3,765,242.95,9.2,50,0.050000001,19980409,19980423,19980417
10550,30,19,7,8,3,303,4.32,9.2,10,0,19970528,19970625,19970606
10926,2,19,4,8,3,679,39.92,9.2,7,0,19980304,19980401,19980311
10710,27,19,1,8,1,463,4.98,9.2,5,0,19971020,19971117,19971023
11076,9,19,4,8,2,829,38.28,9.2,10,0.25,19980506,19980603,
10463,76,19,5,8,3,216,14.78,7.3,21,0,19970304,19970401,19970306
10414,21,19,2,8,3,167,21.48,7.3,18,0.050000001,19970114,19970211,19970117
10416,87,19,8,8,3,169,22.72,7.3,20,0,19970116,19970213,19970127
10299,67,19,4,8,2,52,29.76,7.3,15,0,19960906,19961004,19960913
10927,40,20,4,8,1,680,19.79,81,5,0,19980305,19980402,19980408
10252,76,20,4,8,2,5,51.3,64.8,40,0.050000001,19960709,19960806,19960711
10514,20,20,3,8,2,267,789.95,81,39,0,19970422,19970520,19970516
11021,63,20,3,8,1,774,297.18,81,15,0,19980414,19980512,19980421
10384,5,20,3,8,3,137,168.64,64.8,28,0,19961216,19970113,19961220
10523,72,20,7,8,2,276,77.63,81,15,0.100000001,19970501,19970529,19970530
10828,64,20,9,8,1,581,90.85,81,5,0,19980113,19980127,19980204
10878,63,20,4,8,1,631,46.69,81,20,0.050000001,19980210,19980310,19980212
10986,54,20,8,8,2,739,217.86,81,15,0,19980330,19980427,19980421
11077,65,20,1,8,2,830,8.53,81,1,0.039999999,19980506,19980603,
10292,81,20,1,8,2,45,1.35,64.8,20,0,19960828,19960925,19960902
10660,36,20,8,8,1,413,111.29,81,21,0,19970908,19971006,19971015
10953,4,20,9,8,2,706,23.72,81,50,0.050000001,19980316,19980330,19980325
10593,44,20,7,8,2,346,174.2,81,21,0.200000003,19970709,19970806,19970813
10372,62,20,5,8,2,125,890.78,64.8,12,0.25,19961204,19970101,19961209
10272,65,20,6,8,2,25,98.03,64.8,6,0,19960802,19960830,19960806
10729,47,21,8,8,3,482,141.06,10,30,0,19971104,19971216,19971114
11058,6,21,9,8,3,811,31.14,10,3,0,19980429,19980527,
10461,46,21,1,8,3,214,148.61,8,40,0.25,19970228,19970328,19970305
10609,18,21,7,8,2,362,1.85,10,6,0,19970724,19970821,19970730
10539,11,21,6,8,3,292,12.36,10,15,0,19970516,19970613,19970523
10513,86,21,7,8,1,266,105.65,10,40,0.200000003,19970422,19970603,19970428
10731,14,21,7,8,1,484,96.65,10,40,0.050000001,19971106,19971204,19971114
10456,39,21,8,8,2,209,8.12,8,40,0.150000006,19970225,19970408,19970228
10550,30,21,7,8,3,303,4.32,10,6,0.100000001,19970528,19970625,19970606
10884,45,21,4,8,2,637,90.97,10,40,0.050000001,19980212,19980312,19980213
11034,55,21,8,8,1,787,40.32,10,15,0.100000001,19980420,19980601,19980427
10504,89,21,4,8,3,257,59.13,10,12,0,19970411,19970509,19970418
10929,25,21,6,8,1,682,33.93,10,60,0,19980305,19980402,19980312
10406,62,21,7,8,1,159,108.04,8,30,0.100000001,19970107,19970218,19970113
10716,64,21,4,8,2,469,22.57,10,5,0,19971024,19971121,19971027
10873,90,21,4,8,1,626,0.82,10,20,0,19980206,19980306,19980209
10368,20,21,2,8,2,121,101.95,8,5,0.100000001,19961129,19961227,19961202
10956,6,21,6,8,2,709,44.65,10,12,0,19980317,19980428,19980320
10763,23,21,3,8,3,516,37.35,10,40,0,19971203,19971231,19971208
10409,54,21,3,8,1,162,29.83,8,12,0,19970109,19970206,19970114
10619,51,21,3,8,3,372,91.05,10,42,0,19970804,19970901,19970807
10658,63,21,4,8,1,411,364.15,10,60,0,19970905,19971003,19970908
10333,87,21,5,8,3,86,0.59,8,10,0.100000001,19961018,19961115,19961025
10681,32,21,3,8,3,434,76.13,10,12,0.100000001,19970925,19971023,19970930
10990,20,21,2,8,3,743,117.61,10,65,0,19980401,19980513,19980407
10261,61,21,4,8,2,14,3.05,8,20,0,19960719,19960816,19960730
10861,89,21,4,8,2,614,14.93,10,40,0,19980130,19980227,19980217
10614,6,21,8,8,3,367,1.93,10,8,0,19970729,19970826,19970801
10397,60,21,5,8,1,150,60.26,8,10,0.150000006,19961227,19970124,19970102
10930,76,21,4,8,3,683,15.55,10,36,0,19980306,19980417,19980318
10484,11,21,3,8,3,237,6.88,8,14,0,19970324,19970421,19970401
11040,32,21,4,8,3,793,18.84,10,20,0,19980422,19980520,
10623,25,21,8,8,2,376,97.18,10,25,0.100000001,19970807,19970904,19970812
10259,13,21,4,8,3,12,3.25,8,10,0,19960718,19960815,19960725
10430,20,21,4,8,1,183,458.78,8,50,0,19970130,19970213,19970203
10717,25,21,1,8,2,470,59.25,10,32,0.050000001,19971024,19971121,19971029
10477,60,21,5,8,2,230,13.02,8,21,0.25,19970317,19970414,19970325
10642,73,21,7,8,3,395,41.89,10,30,0.200000003,19970822,19970919,19970905
10978,50,21,9,8,2,731,32.82,10,40,0.150000006,19980326,19980423,19980423
10836,20,22,7,9,1,589,411.88,21,52,0,19980116,19980213,19980121
10844,59,22,8,9,2,597,25.22,21,35,0,19980121,19980218,19980126
10648,67,22,5,9,2,401,14.25,21,15,0,19970828,19971009,19970909
10763,23,22,3,9,3,516,37.35,21,6,0,19971203,19971231,19971208
10603,71,22,8,9,2,356,48.77,21,48,0,19970718,19970815,19970808
10768,4,22,3,9,2,521,146.32,21,4,0,19971208,19980105,19971215
10943,11,22,4,9,2,696,2.17,21,21,0,19980311,19980408,19980319
10435,16,22,8,9,2,188,9.21,16.8,12,0,19970204,19970318,19970207
10619,51,22,3,9,3,372,91.05,21,40,0,19970804,19970901,19970807
10651,86,22,8,9,2,404,20.6,21,20,0.25,19970901,19970929,19970911
10553,87,22,2,9,2,306,149.49,21,24,0,19970530,19970627,19970603
10635,49,22,8,9,3,388,47.46,21,40,0,19970818,19970915,19970821
10251,84,22,3,9,1,4,41.34,16.8,6,0.050000001,19960708,19960805,19960715
11001,24,22,2,9,2,754,197.3,21,25,0,19980406,19980504,19980414
10470,9,23,4,9,2,223,64.56,7.2,15,0,19970311,19970408,19970314
10396,25,23,1,9,3,149,135.35,7.2,40,0,19961227,19970110,19970106
10845,63,23,8,9,1,598,212.98,9,70,0.100000001,19980121,19980204,19980130
10674,38,23,4,9,2,427,0.9,9,5,0,19970918,19971016,19970930
10811,47,23,8,9,1,564,31.22,9,18,0,19980102,19980130,19980108
10337,25,23,4,9,3,90,108.26,7.2,40,0,19961024,19961121,19961029
11013,69,23,2,9,1,766,32.99,9,10,0,19980409,19980507,19980410
10462,16,23,2,9,1,215,6.17,7.2,21,0,19970303,19970331,19970318
10543,46,23,8,9,2,296,48.17,9,70,0.150000006,19970521,19970618,19970523
10935,88,23,4,9,3,688,47.59,9,8,0.25,19980309,19980406,19980318
10869,72,23,5,9,1,622,143.28,9,50,0,19980204,19980304,19980209
10348,86,23,4,9,2,101,0.78,7.2,25,0,19961107,19961205,19961115
11077,65,23,1,9,2,830,8.53,9,2,0,19980506,19980603,
10880,24,23,7,9,1,633,88.01,9,30,0.200000003,19980210,19980324,19980218
10748,71,23,3,9,1,501,232.55,9,44,0,19971120,19971218,19971128
10554,56,23,4,9,3,307,120.97,9,20,0.050000001,19970530,19970627,19970605
10670,25,23,4,9,1,423,203.48,9,32,0,19970916,19971014,19970918
10621,38,23,4,9,2,374,23.73,9,10,0,19970805,19970902,19970811
10495,42,23,3,9,3,248,4.65,7.2,10,0,19970403,19970501,19970411
10402,20,23,8,9,2,155,67.88,7.2,60,0,19970102,19970213,19970110
10885,76,24,6,10,3,638,5.64,4.5,12,0,19980212,19980312,19980218
10893,39,24,9,10,2,646,77.78,4.5,10,0,19980218,19980318,19980220
10597,59,24,7,10,3,350,35.12,4.5,35,0.200000003,19970711,19970808,19970718
10280,5,24,2,10,1,33,8.98,3.6,12,0,19960814,19960911,19960912
10498,35,24,8,10,2,251,29.75,4.5,14,0,19970407,19970505,19970411
10472,72,24,8,10,1,225,4.2,3.6,80,0.050000001,19970312,19970409,19970319
10799,39,24,9,10,3,552,30.76,4.5,20,0.150000006,19971226,19980206,19980105
10467,49,24,8,10,2,220,4.93,3.6,28,0,19970306,19970403,19970311
10895,20,24,3,10,1,648,162.75,4.5,110,0,19980218,19980318,19980223
10883,48,24,8,10,3,636,0.53,4.5,8,0,19980212,19980312,19980220
10648,67,24,5,10,2,401,14.25,4.5,15,0.150000006,19970828,19971009,19970909
10620,42,24,2,10,3,373,0.94,4.5,5,0,19970805,19970902,19970814
10355,4,24,6,10,1,108,41.95,3.6,25,0,19961115,19961213,19961120
10960,35,24,3,10,1,713,2.08,4.5,10,0.25,19980319,19980402,19980408
10859,25,24,1,10,2,612,76.1,4.5,40,0.25,19980129,19980226,19980202
10623,25,24,8,10,2,376,97.18,4.5,3,0,19970807,19970904,19970812
10520,70,24,7,10,1,273,13.37,4.5,8,0,19970429,19970527,19970501
10968,20,24,1,10,3,721,74.6,4.5,30,0,19980323,19980420,19980401
10763,23,24,3,10,3,516,37.35,4.5,20,0,19971203,19971231,19971208
10555,71,24,6,10,3,308,252.49,4.5,18,0.200000003,19970602,19970630,19970604
10358,41,24,5,10,1,111,19.64,3.6,10,0.050000001,19961120,19961218,19961127
10465,83,24,1,10,3,218,145.04,3.6,25,0,19970305,19970402,19970314
10387,70,24,1,10,2,140,93.63,3.6,15,0,19961218,19970115,19961220
10979,20,24,8,10,2,732,353.07,4.5,80,0,19980326,19980423,19980331
10386,21,24,9,10,3,139,13.99,3.6,15,0,19961218,19970101,19961225
10984,71,24,1,10,3,737,211.22,4.5,20,0,19980330,19980427,19980403
11055,35,24,7,10,2,808,120.92,4.5,15,0,19980428,19980526,19980505
10293,80,24,1,10,3,46,21.18,3.6,10,0,19960829,19960926,19960911
10998,91,24,8,10,2,751,20.31,4.5,12,0,19980403,19980417,19980417
11073,58,24,2,10,2,826,24.95,4.5,20,0,19980505,19980602,
10695,90,24,7,10,1,448,16.72,4.5,20,0,19971007,19971118,19971014
11000,65,24,2,10,3,753,55.12,4.5,30,0.25,19980406,19980504,19980414
10518,80,24,4,10,2,271,218.15,4.5,5,0,19970425,19970509,19970505
10263,20,24,9,10,3,16,146.06,3.6,28,0,19960723,19960820,19960731
10565,51,24,8,10,2,318,7.15,4.5,25,0.100000001,19970611,19970709,19970618
11010,66,24,2,10,2,763,28.71,4.5,10,0,19980409,19980507,19980421
11009,30,24,2,10,1,762,59.11,4.5,12,0,19980408,19980506,19980410
10922,34,24,5,10,3,675,62.74,4.5,35,0,19980303,19980331,19980305
10512,21,24,7,10,2,265,3.53,4.5,10,0.150000006,19970421,19970519,19970424
10541,34,24,2,10,1,294,68.65,4.5,35,0.100000001,19970519,19970616,19970529
10866,5,24,5,10,1,619,109.11,4.5,6,0.25,19980203,19980303,19980212
10704,62,24,6,10,1,457,4.78,4.5,35,0,19971014,19971111,19971107
10446,79,24,6,10,1,199,14.68,3.6,20,0.100000001,19970214,19970314,19970219
10275,49,24,1,10,1,28,26.93,3.6,12,0.050000001,19960807,19960904,19960809
10281,69,24,4,10,1,34,2.94,3.6,6,0,19960814,19960828,19960821
10946,83,24,1,10,2,699,27.2,4.5,25,0,19980312,19980409,19980319
11051,41,24,7,10,3,804,2.79,4.5,10,0.200000003,19980427,19980525,
10254,14,24,5,10,2,7,22.98,3.6,15,0.150000006,19960711,19960808,19960723
11031,71,24,6,10,2,784,227.22,4.5,21,0,19980417,19980515,19980424
11027,10,24,1,10,1,780,52.52,4.5,30,0.25,19980416,19980514,19980420
10352,28,24,3,10,3,105,1.3,3.6,10,0,19961112,19961126,19961118
10887,29,25,8,11,3,640,1.25,14,5,0,19980213,19980313,19980216
10832,41,25,2,11,2,585,43.26,14,10,0.200000003,19980114,19980211,19980119
10347,21,25,4,11,3,100,3.1,11.2,10,0,19961106,19961204,19961108
10850,84,25,1,11,1,603,49.19,14,20,0.150000006,19980123,19980306,19980130
10362,9,25,3,11,1,115,96.04,11.2,50,0,19961125,19961223,19961128
10506,39,25,9,11,2,259,21.19,14,18,0.100000001,19970415,19970513,19970502
10492,10,25,3,11,1,245,62.89,11.2,60,0.050000001,19970401,19970429,19970411
10851,67,25,5,11,1,604,160.55,14,10,0.050000001,19980126,19980223,19980202
10840,47,25,4,11,2,593,2.71,14,6,0.200000003,19980119,19980302,19980216
10803,88,25,4,11,1,556,55.23,14,15,0.050000001,19971230,19980127,19980106
10919,47,25,2,11,2,672,19.8,14,24,0,19980302,19980330,19980304
10467,49,25,8,11,2,220,4.93,11.2,12,0,19970306,19970403,19970311
10393,71,25,1,11,3,146,126.56,11.2,7,0.25,19961225,19970122,19970103
10810,42,25,2,11,3,563,4.33,14,5,0,19980101,19980129,19980107
10761,65,25,5,11,2,514,18.66,14,35,0.25,19971202,19971230,19971208
11055,35,25,7,11,2,808,120.92,14,15,0,19980428,19980526,19980505
10760,50,25,4,11,1,513,155.64,14,12,0.25,19971201,19971229,19971210
10323,39,25,4,11,1,76,4.88,11.2,4,0,19961007,19961104,19961014
10592,44,26,3,11,1,345,32.1,31.23,5,0.050000001,19970708,19970805,19970716
10868,62,26,7,11,2,621,191.27,31.23,20,0,19980204,19980304,19980223
10587,61,26,1,11,1,340,62.52,31.23,6,0,19970702,19970730,19970709
10677,3,26,1,11,3,430,4.03,31.23,30,0.150000006,19970922,19971020,19970926
10849,39,26,9,11,2,602,0.56,31.23,18,0.150000006,19980123,19980220,19980130
10857,5,26,8,11,2,610,188.85,31.23,35,0.25,19980128,19980225,19980206
10825,17,26,1,11,1,578,79.25,31.23,12,0,19980109,19980206,19980114
10540,63,26,3,11,3,293,1007.64,31.23,40,0,19970519,19970616,19970613
10817,39,26,3,11,2,570,306.07,31.23,40,0.150000006,19980106,19980120,19980113
10758,68,26,3,11,3,511,138.17,31.23,20,0,19971128,19971226,19971204
11024,19,26,4,11,1,777,74.36,31.23,12,0,19980415,19980513,19980420
10796,35,26,3,11,1,549,26.52,31.23,21,0.200000003,19971225,19980122,19980114
10633,20,26,7,11,3,386,477.9,31.23,35,0.150000006,19970815,19970912,19970818
10686,59,26,2,11,1,439,96.5,31.23,15,0,19970930,19971028,19971008
10458,76,26,7,11,3,211,147.06,24.9,30,0,19970226,19970326,19970304
10448,64,26,4,11,2,201,38.82,24.9,6,0,19970217,19970317,19970224
10444,5,26,3,11,3,197,3.5,24.9,15,0,19970212,19970312,19970221
10330,46,26,3,11,1,83,12.75,24.9,50,0.150000006,19961016,19961113,19961028
10432,75,26,3,11,2,185,4.34,24.9,10,0,19970131,19970214,19970207
10723,89,26,3,11,1,476,21.72,31.23,15,0,19971030,19971127,19971125
10422,27,26,2,11,1,175,3.02,24.9,2,0,19970122,19970219,19970131
10421,61,26,8,11,1,174,99.23,24.9,30,0,19970121,19970304,19970127
11021,63,26,3,11,1,774,297.18,31.23,63,0,19980414,19980512,19980421
10487,62,26,2,11,2,240,71.07,24.9,30,0,19970326,19970423,19970328
10404,49,26,2,11,1,157,155.97,24.9,30,0.050000001,19970103,19970131,19970108
10393,71,26,1,11,3,146,126.56,24.9,70,0.25,19961225,19970122,19970103
10713,71,26,1,11,1,466,167.05,31.23,30,0,19971022,19971119,19971024
11004,50,26,3,11,1,757,44.84,31.23,6,0,19980407,19980505,19980420
10973,40,26,6,11,2,726,15.17,31.23,5,0,19980324,19980421,19980327
10751,68,26,3,11,3,504,130.79,31.23,12,0.100000001,19971124,19971222,19971203
10337,25,26,4,11,3,90,108.26,24.9,24,0,19961024,19961121,19961029
10357,46,26,1,11,3,110,34.88,24.9,16,0,19961119,19961217,19961202
10598,65,27,1,11,3,351,44.42,43.9,50,0,19970714,19970811,19970718
10930,76,27,4,11,3,683,15.55,43.9,25,0,19980306,19980417,19980318
10515,63,27,2,11,1,268,204.47,43.9,120,0,19970423,19970507,19970523
10257,35,27,4,11,3,10,81.91,35.1,25,0,19960716,19960813,19960722
10979,20,27,8,11,2,732,353.07,43.9,30,0,19980326,19980423,19980331
10441,55,27,3,11,2,194,73.02,35.1,50,0,19970210,19970324,19970314
10284,44,27,4,11,1,37,76.56,35.1,15,0.25,19960819,19960916,19960827
10858,40,27,2,11,1,611,52.51,43.9,10,0,19980129,19980226,19980203
10760,50,27,4,11,1,513,155.64,43.9,40,0,19971201,19971229,19971210
11008,20,28,7,12,3,761,79.46,45.6,70,0.050000001,19980408,19980506,
10474,58,28,5,12,2,227,83.49,36.4,18,0,19970313,19970410,19970321
10514,20,28,3,12,2,267,789.95,45.6,35,0,19970422,19970520,19970516
10976,35,28,1,12,1,729,37.97,45.6,20,0,19980325,19980506,19980403
11068,62,28,8,12,2,821,81.75,45.6,8,0.150000006,19980504,19980601,
10319,80,28,7,12,3,72,64.5,36.4,14,0,19961002,19961030,19961011
10937,12,28,7,12,3,690,31.51,45.6,8,0,19980310,19980324,19980313
10387,70,28,1,12,2,140,93.63,36.4,6,0,19961218,19970115,19961220
10649,50,28,5,12,3,402,6.2,45.6,20,0,19970828,19970925,19970829
10733,5,28,1,12,3,486,110.11,45.6,20,0,19971107,19971205,19971110
10740,89,28,4,12,2,493,81.88,45.6,5,0.200000003,19971113,19971211,19971125
10643,1,28,6,12,1,396,29.46,45.6,15,0.25,19970825,19970922,19970902
10406,62,28,7,12,1,159,108.04,36.4,42,0.100000001,19970107,19970218,19970113
10544,48,28,4,12,1,297,24.91,45.6,7,0,19970521,19970618,19970530
10804,72,28,6,12,2,557,27.33,45.6,24,0,19971230,19980127,19980107
10952,1,28,1,12,1,705,40.42,45.6,2,0,19980316,19980427,19980324
10277,52,28,2,12,3,30,125.77,36.4,20,0,19960809,19960906,19960813
10312,86,28,2,12,2,65,40.26,36.4,4,0,19960923,19961021,19961003
10368,20,28,2,12,2,121,101.95,36.4,13,0.100000001,19961129,19961227,19961202
10443,66,28,8,12,1,196,13.95,36.4,12,0,19970212,19970312,19970214
10452,71,28,8,12,1,205,140.26,36.4,15,0,19970220,19970320,19970226
10688,83,28,4,12,2,441,299.09,45.6,60,0.100000001,19971001,19971015,19971007
10509,6,28,4,12,1,262,0.15,45.6,3,0,19970417,19970515,19970429
10499,46,28,4,12,2,252,102.02,45.6,20,0,19970408,19970506,19970416
10302,76,28,4,12,2,55,6.27,36.4,28,0,19960910,19961008,19961009
